Target Position,Measured Position,Measured Velocity,Measured Iq
5.192,5.183,-0.029,0.01
5.192,5.183,0.096,0.004
5.192,5.183,0.025,0.007
5.192,5.182,-0.077,0.007
5.192,5.183,0.035,0.003
5.192,5.183,0.004,0.019
5.192,5.182,-0.121,0.012
5.192,5.183,0.05,0.004
5.192,5.183,0.013,0.014
5.192,5.183,-0.036,0.027
5.192,5.183,-0.097,0.015
5.192,5.183,-0.026,0.005
5.192,5.184,0.129,0.016
5.192,5.183,-0.004,0.027
5.192,5.183,-0.075,0.016
5.192,5.183,0.057,0.006
5.192,5.183,0.051,0.016
5.192,5.183,0.002,0.014
5.192,5.182,-0.171,0.008
5.192,5.183,0.071,0.013
5.192,5.184,0.136,0.006
5.192,5.183,-0.032,0.002
5.192,5.183,-0.05,0.005
5.192,5.183,-0.007,0.004
5.192,5.183,0.049,0.005
5.192,5.183,-0.027,0.008
5.192,5.182,-0.09,0.013
5.192,5.183,-0.016,0.012
5.192,5.183,0.037,0.014
5.192,5.183,0.044,0.01
5.192,5.183,0.059,0.014
5.192,5.183,0.059,0.003
5.192,5.182,-0.121,0.013
5.192,5.184,0.242,0.015
5.192,5.182,-0.059,0.013
5.192,5.182,-0.037,0.01
5.192,5.183,0.019,0.01
5.192,5.183,0.146,0.002
5.192,5.182,-0.059,-0.001
5.192,5.182,-0.082,0.02
5.192,5.183,0.007,0.014
5.192,5.183,-0.011,0.011
5.192,5.183,0.016,0.006
5.192,5.182,-0.088,0.013
5.192,5.184,0.167,0.01
5.192,5.183,0.072,0.016
5.192,5.182,-0.071,0.005
5.192,5.183,-0.036,0.014
5.192,5.183,0.02,0.005
5.192,5.182,-0.129,0.008
5.192,5.183,0.006,0.017
5.192,5.183,-0.038,0.006
5.192,5.184,0.194,0.012
5.192,5.183,-0.057,0.017
5.192,5.183,0.087,0.01
5.192,5.184,0.167,0.008
5.192,5.183,-0.036,0.01
5.192,5.182,-0.107,0
5.192,5.183,0.009,0.007
5.192,5.183,-0.009,0.011
5.192,5.183,-0.067,0.015
5.192,5.183,0.01,0.008
5.192,5.183,-0.039,0.013
5.192,5.182,-0.117,0.005
5.192,5.182,-0.104,0.003
5.192,5.184,0.149,0.006
5.192,5.183,-0.058,0.011
5.192,5.183,0.016,0.006
5.192,5.183,0.025,0
5.192,5.183,0.035,0.004
5.192,5.183,0.016,0.008
5.192,5.183,0.009,0.01
5.192,5.182,-0.123,0.008
5.192,5.183,0.067,0.01
5.192,5.182,-0.145,0.009
5.192,5.184,0.092,0.017
5.192,5.184,0.078,0.01
5.192,5.183,0.008,0.005
5.192,5.183,-0.105,0.012
5.192,5.184,0.092,0.005
5.192,5.184,0.099,0.002
5.192,5.184,0.09,0.007
5.192,5.183,0.019,0.017
5.192,5.184,0.09,0.014
5.192,5.183,-0.027,0.003
5.192,5.184,0.156,0.011
5.192,5.183,0.031,0.009
5.192,5.183,0.019,0.004
5.192,5.183,0.045,0.01
5.192,5.183,0.057,0.002
5.192,5.183,0.051,0.008
5.192,5.183,0.004,0.004
5.192,5.183,-0.011,0.013
5.192,5.184,0.102,0.011
5.192,5.183,-0.021,0.016
5.192,5.182,-0.135,0.007
5.192,5.184,0.157,0.023
5.192,5.183,0.043,0.01
5.192,5.183,-0.084,0.015
5.192,5.183,-0.006,0.01
5.192,5.183,0.04,-0.002
5.192,5.183,0.03,0.011
5.192,5.183,0.039,0.01
5.192,5.183,-0.057,0.011
5.192,5.184,0.137,0.009
5.192,5.183,0.019,0.014
5.192,5.183,-0.053,0.013
5.192,5.183,-0.057,0.006
5.192,5.184,0.105,0.006
5.192,5.183,-0.032,0.009
5.192,5.182,-0.127,0.008
5.192,5.183,-0.098,0.009
5.192,5.183,-0.014,0.017
5.192,5.183,0.012,0.002
5.192,5.183,-0.01,0.011
5.192,5.183,0.041,0.01
5.192,5.182,-0.137,0.01
5.192,5.184,0.101,0.012
5.192,5.182,-0.128,0.004
5.192,5.183,-0.053,0.005
5.192,5.183,-0.064,-0.001
5.192,5.183,-0.084,0.003
5.192,5.184,0.128,0.015
5.192,5.184,0.095,0
5.192,5.184,0.081,0.01
5.192,5.183,-0.074,0.007
5.192,5.183,-0.081,0.01
5.192,5.182,-0.157,0.005
5.192,5.183,0.042,0.013
5.192,5.183,-0.024,0.003
5.192,5.183,0.028,0.015
5.192,5.183,-0.121,0.002
5.192,5.182,-0.163,0.019
5.192,5.181,-0.254,0.005
5.192,5.184,0.103,0.013
5.192,5.183,-0.028,0
5.192,5.183,-0.017,0.006
5.192,5.183,0.026,0.003
5.192,5.183,-0.093,0.017
5.192,5.182,-0.131,0.009
5.192,5.183,0.011,0.018
5.192,5.183,0.099,0.008
5.192,5.182,-0.101,0.013
5.192,5.183,-0.006,0.021
5.192,5.183,0.076,0.009
5.192,5.183,0.021,0.013
5.192,5.183,0.062,0.016
5.192,5.183,0.071,0.015
5.192,5.183,0.024,0.003
5.192,5.183,0.006,0.011
5.192,5.183,-0.088,0.011
5.192,5.183,-0.092,0.007
5.192,5.183,-0.087,0.014
5.192,5.183,-0.009,0.008
5.192,5.184,0.133,0.004
5.192,5.183,-0.013,0.012
5.192,5.183,0.047,0.017
5.192,5.183,-0.064,0.014
5.192,5.183,0.022,0.014
5.192,5.184,0.133,0.008
5.192,5.182,-0.107,0.022
5.192,5.183,-0.044,0.017
5.192,5.183,0.008,0.016
5.192,5.183,0.026,0.016
5.192,5.183,-0.023,0.017
5.192,5.183,-0.057,0.011
5.192,5.183,0.035,0.005
5.192,5.183,0.096,0.015
5.192,5.183,0.03,0.014
5.192,5.183,-0.052,0.008
5.192,5.181,-0.229,0.022
5.192,5.183,0.013,0.004
5.192,5.183,0.045,0.011
5.192,5.183,0.006,0.01
5.192,5.182,-0.071,0.012
5.192,5.183,0.083,0.001
5.192,5.183,-0.011,0.01
5.192,5.183,0.135,0.011
5.192,5.183,-0.009,0.017
5.192,5.183,0.049,0.003
5.192,5.183,0.115,0.014
5.192,5.183,0.017,0.012
5.192,5.183,0.053,0.02
5.192,5.183,0.081,0.011
5.192,5.183,-0.004,0.006
5.192,5.182,-0.075,0.02
5.192,5.183,-0.008,0.017
5.192,5.182,-0.065,0.006
5.192,5.183,-0.023,0.01
5.192,5.183,-0.009,0.011
5.192,5.183,0.029,0.009
5.192,5.181,-0.228,0.01
5.192,5.183,0.021,0.011
5.192,5.183,-0.026,0.017
5.192,5.182,-0.091,0.016
5.192,5.182,-0.079,0.017
5.192,5.184,0.17,0.021
5.192,5.183,0.044,0.008
5.192,5.182,-0.072,0.007
5.192,5.183,0.05,0.011
5.192,5.182,-0.08,0.013
5.192,5.183,0.023,0.015
5.192,5.183,0.047,0.01
5.192,5.183,0.027,0.024
5.192,5.182,-0.111,0.009
5.192,5.183,0.014,0.013
5.192,5.182,-0.035,0.015
5.192,5.183,0.103,0.01
5.192,5.181,-0.161,0.001
5.192,5.182,-0.032,0.014
5.192,5.183,-0.003,0.011
5.192,5.182,-0.057,0.004
5.192,5.181,-0.166,0.009
5.192,5.181,-0.253,0.007
5.192,5.182,-0.063,0.011
5.192,5.182,-0.127,0.004
5.192,5.183,0.025,0.012
5.192,5.182,-0.055,0.008
5.192,5.183,0.029,0.008
5.192,5.183,-0.025,0.005
5.192,5.183,-0.001,0.019
5.192,5.182,-0.071,-0.003
5.192,5.182,-0.067,0.009
5.192,5.182,-0.053,0.017
5.192,5.183,0.003,0.007
5.192,5.183,0.076,0.016
5.192,5.182,-0.036,0.013
5.192,5.182,-0.035,-0.002
5.192,5.182,-0.076,0.02
5.192,5.183,0.071,0.024
5.192,5.183,0.018,0.009
5.192,5.182,-0.053,0.015
5.192,5.183,0.158,0.009
5.192,5.183,0.015,0.009
5.192,5.183,0.012,0.011
5.192,5.182,-0.14,0.016
5.192,5.183,0.044,0.012
5.192,5.183,0.044,0.012
5.192,5.183,0.061,0.014
5.192,5.183,0.137,0.014
5.192,5.183,0.062,0.006
5.192,5.183,-0.018,0.009
5.192,5.182,-0.134,0.018
5.192,5.183,0.129,0.021
5.192,5.183,0.067,0.004
5.192,5.182,-0.064,0.013
5.192,5.183,0.017,0.008
5.192,5.183,0.047,0.015
5.192,5.183,0.106,0.018
5.192,5.183,-0.024,0.022
5.192,5.183,0.005,0.005
5.192,5.183,0.049,0.009
5.192,5.182,-0.076,0.012
5.192,5.183,0.027,0.012
5.192,5.183,0.012,0.014
5.192,5.183,-0.032,0.022
5.192,5.183,-0.013,0.012
5.192,5.182,-0.062,0.015
5.192,5.183,0.001,-0.001
5.192,5.183,0.021,0.02
5.192,5.183,0.033,0.015
5.192,5.183,0.065,0.004
5.192,5.183,0.044,0.015
5.192,5.183,0.067,0.01
5.192,5.182,-0.112,0.009
5.192,5.184,0.12,0.008
5.192,5.183,-0.057,0.02
5.192,5.181,-0.222,0.019
5.192,5.183,0.014,0.011
5.192,5.183,-0.006,0.015
5.192,5.183,0.01,0.019
5.192,5.183,-0.039,0.03
5.192,5.182,-0.137,0.005
5.192,5.182,-0.05,0.012
5.192,5.183,0.123,0.022
5.192,5.184,0.176,0.021
5.192,5.182,-0.094,0.019
5.192,5.183,0.025,0.002
5.192,5.184,0.193,0.014
5.192,5.183,0.019,0.006
5.192,5.182,-0.068,0.013
5.192,5.183,0.061,0.011
5.192,5.183,0.047,0.009
5.192,5.182,-0.083,0.018
5.192,5.183,0.043,-0.007
5.192,5.183,0.037,0.014
5.192,5.183,-0.028,0.022
5.192,5.183,0.02,0.022
5.192,5.182,-0.066,0.007
5.192,5.183,0.089,0.019
5.192,5.183,-0.005,0.011
5.192,5.183,0.167,0.005
5.192,5.182,-0.071,0.014
5.192,5.182,-0.064,0.012
5.192,5.183,0.044,0.011
5.192,5.182,-0.086,0.008
5.192,5.183,-0.012,0.012
5.192,5.182,-0.122,0.011
5.192,5.183,-0.016,0.02
5.192,5.183,0.06,0.015
5.192,5.183,0.045,0.01
5.192,5.183,-0.016,0.026
5.192,5.183,-0.022,0.013
5.192,5.182,-0.119,0.016
5.192,5.182,-0.063,0.009
5.192,5.182,-0.07,0.018
5.192,5.183,-0.004,0.012
5.192,5.183,0.04,0.013
5.192,5.182,-0.069,0.014
5.192,5.182,-0.063,0.008
5.192,5.183,-0.034,0.012
5.192,5.183,0.093,0.01
5.192,5.183,0.01,0.015
5.192,5.183,0.029,-0.001
5.192,5.182,-0.17,0.012
5.192,5.183,0.096,0.004
5.192,5.183,-0.037,0.011
5.192,5.183,0.088,0.005
5.192,5.183,-0.031,0.006
5.192,5.183,0.003,0.014
5.192,5.183,0.011,0.017
5.192,5.182,-0.104,0.009
5.192,5.182,-0.097,0.02
5.192,5.183,0.012,0.011
5.192,5.183,-0.007,0.014
5.192,5.183,0.062,0.014
5.192,5.182,-0.096,0.017
5.192,5.182,-0.107,0.015
5.192,5.183,0.044,0.009
5.192,5.182,-0.088,0.022
5.192,5.182,-0.075,0.008
5.192,5.183,0.043,0.013
5.192,5.182,-0.062,0.015
5.192,5.183,0.046,0.002
5.192,5.182,-0.1,0.009
5.192,5.182,-0.088,0.003
5.192,5.183,0.111,0.02
5.192,5.182,-0.088,0.015
5.192,5.183,-0.023,0.014
5.192,5.184,0.163,0.014
5.192,5.182,-0.09,0.007
5.192,5.183,-0.039,0.011
5.192,5.183,0.032,0.009
5.192,5.183,-0.036,0.004
5.192,5.184,0.148,0.011
5.192,5.183,0.045,0.005
5.192,5.183,0.016,0.013
5.192,5.183,0.032,0.012
5.192,5.182,-0.112,0.003
5.192,5.184,0.112,0.009
5.192,5.183,0.058,0.002
5.192,5.183,-0.081,0.007
5.192,5.183,-0.007,0.009
5.192,5.183,-0.028,0.012
5.192,5.183,0.044,0.009
5.192,5.182,-0.132,0.01
5.192,5.183,0.006,0.014
5.192,5.183,-0.066,0.008
5.192,5.183,0.063,0
5.192,5.184,0.111,0.01
5.192,5.183,-0.067,0.019
5.192,5.182,-0.119,0.014
5.192,5.183,0.011,0.007
5.192,5.183,0.075,0.012
5.192,5.182,-0.107,0.008
5.192,5.184,0.134,-0.003
5.192,5.183,0.009,0.009
5.192,5.182,-0.109,0.014
5.192,5.181,-0.215,0.004
5.192,5.183,-0.067,0.005
5.192,5.183,-0.002,0.011
5.192,5.183,-0.006,0.013
5.192,5.183,0.017,0.018
5.192,5.182,-0.081,0.004
5.192,5.183,0.039,0.004
5.192,5.183,0.038,0.014
5.192,5.183,-0.013,0.02
5.192,5.182,-0.123,0.014
5.192,5.183,0.049,0.011
5.192,5.183,0.049,0.008
5.192,5.182,-0.063,0.012
5.192,5.183,-0.023,0.001
5.192,5.183,0.08,0.004
5.192,5.184,0.137,0.012
5.192,5.182,-0.157,0.011
5.192,5.183,-0.048,0.002
5.192,5.183,-0.051,0.009
5.192,5.183,0.021,0.014
5.192,5.183,-0.001,0.013
5.192,5.183,0.006,0.01
5.192,5.183,-0.039,0.019
5.192,5.183,0.016,0.015
5.192,5.183,0.049,0.011
5.192,5.183,-0.013,0.007
5.192,5.183,0.053,0.006
5.192,5.182,-0.053,0.003
5.192,5.183,-0.017,0.004
5.192,5.183,0.046,0.004
5.192,5.183,-0.022,0.011
5.192,5.183,-0.011,0.005
5.192,5.182,-0.154,0.003
5.192,5.183,-0.045,0.003
5.192,5.182,-0.114,0.015
5.192,5.183,0.023,0.022
5.192,5.182,-0.08,0.007
5.192,5.183,0.038,0.012
5.192,5.183,0.024,0.01
5.192,5.183,0.085,0.018
5.192,5.182,-0.088,0.005
5.192,5.182,-0.062,0.011
5.192,5.183,-0.012,0.01
5.192,5.182,-0.09,0.006
5.192,5.183,0.06,0.02
5.192,5.183,0.106,0.01
5.192,5.182,-0.07,0.01
5.192,5.183,-0.018,0.015
5.192,5.183,-0.018,0.012
5.192,5.183,-0.017,0.007
5.192,5.181,-0.183,0.008
5.192,5.181,-0.17,0.007
5.192,5.183,-0.001,0.005
5.192,5.183,0.066,0.008
5.192,5.182,-0.057,0.006
5.192,5.183,-0.006,0.011
5.192,5.182,-0.043,0.002
5.192,5.181,-0.166,0.019
5.192,5.183,0.098,0.004
5.192,5.183,0.016,0.003
5.192,5.182,-0.031,-0.004
5.192,5.183,0.069,0.008
5.192,5.183,0.066,-0.006
5.192,5.183,-0.013,0.014
5.192,5.183,-0.011,0.005
5.192,5.183,0.044,0.008
5.192,5.184,0.138,0.01
5.192,5.182,-0.113,0.011
5.192,5.183,-0.049,0.003
5.192,5.183,0.022,0.006
5.192,5.183,0.038,0.007
5.192,5.183,-0.003,0.011
5.192,5.181,-0.2,0.015
5.192,5.183,0.026,0.011
5.192,5.182,-0.049,0.004
5.192,5.183,-0.015,0.001
5.192,5.183,0.073,0.015
5.192,5.183,0.1,0.012
5.192,5.182,-0.032,0.009
5.192,5.182,-0.03,0.013
5.192,5.183,0.031,-0.002
5.192,5.183,0.062,0.016
5.192,5.183,0.062,0.013
5.192,5.183,0.041,0.008
5.192,5.183,-0.003,0.016
5.192,5.183,0.079,0.004
5.192,5.182,-0.064,0
5.192,5.184,0.202,0.014
5.192,5.182,-0.112,0.015
5.192,5.182,-0.127,0.008
5.192,5.183,0.019,0.008
5.192,5.183,0.026,0.01
5.192,5.183,0.008,0.006
5.192,5.182,-0.065,0.01
5.192,5.183,0.119,0.005
5.192,5.183,-0.002,0.009
5.192,5.182,-0.12,0.015
5.192,5.182,-0.125,0.015
5.192,5.182,-0.138,-0.004
5.192,5.183,0,0.01
5.192,5.182,-0.085,0
5.192,5.183,-0.025,0.01
5.192,5.182,-0.092,0.013
5.192,5.183,0.089,0.01
5.192,5.183,-0.011,0.011
5.192,5.183,-0.014,0.022
5.192,5.183,-0.028,0.009
5.192,5.182,-0.079,0.017
5.192,5.182,-0.068,0.025
5.192,5.183,0.009,0.015
5.192,5.183,0.017,0.017
5.192,5.182,-0.05,0.001
5.192,5.182,-0.066,0.011
5.192,5.183,0.011,0.012
5.192,5.182,-0.056,0.014
5.192,5.183,0.132,0.005
5.192,5.182,-0.058,0.008
5.192,5.183,0.145,0.01
5.192,5.183,0.02,0.009
5.192,5.183,0.005,0.017
5.192,5.183,-0.014,0.016
5.192,5.181,-0.159,0.018
5.192,5.182,-0.096,0
5.192,5.182,-0.047,0.003
5.192,5.182,-0.049,0.003
5.192,5.183,0.069,0.011
5.192,5.183,0.07,0.012
5.192,5.183,0.022,0.007
5.192,5.183,0.107,0.017
5.192,5.181,-0.252,0.017
5.192,5.183,-0.022,0.012
5.192,5.183,-0.032,0.017
5.192,5.183,-0.035,0.015
5.192,5.182,-0.079,0.018
5.192,5.183,-0.031,0.01
5.192,5.183,0.043,0.01
5.192,5.182,-0.081,0.022
5.192,5.183,-0.037,0.004
5.192,5.184,0.161,0.015
5.192,5.184,0.14,0.01
5.192,5.183,-0.039,0.006
5.192,5.183,0.026,0.009
5.192,5.183,-0.014,0.013
5.192,5.183,-0.042,0.01
5.192,5.183,0.076,0.016
5.192,5.183,0.019,0.012
5.192,5.182,-0.093,0.02
5.192,5.183,0.034,0.019
5.192,5.183,0.093,0.019
5.192,5.183,0.021,0.009
5.192,5.183,0.078,0.014
5.192,5.183,0.036,0.017
5.192,5.181,-0.186,0.011
5.192,5.183,0.004,0.002
5.192,5.183,-0.021,0.01
5.192,5.182,-0.114,0.013
5.192,5.183,-0.043,0.02
5.192,5.182,-0.13,0.009
5.192,5.183,0.021,0.018
5.192,5.183,0.089,0.006
5.192,5.182,-0.121,0.018
5.192,5.183,0.074,0.016
5.192,5.183,0.071,0.01
5.192,5.183,-0.046,0.011
5.192,5.183,-0.048,0.012
5.192,5.183,-0.003,0.014
5.192,5.183,-0.069,0.01
5.192,5.183,0.056,0.013
5.192,5.183,-0.003,0.01
5.192,5.182,-0.121,0.016
5.192,5.183,0.07,0.015
5.192,5.183,0.019,0.013
5.192,5.182,-0.09,0.013
5.192,5.183,0.028,0.019
5.192,5.183,0.04,0.015
5.192,5.182,-0.157,0.001
5.192,5.184,0.13,0.011
5.192,5.183,0.074,0.018
5.192,5.184,0.158,0.01
5.192,5.183,-0.054,0.017
5.192,5.183,-0.021,0.014
5.192,5.183,-0.05,0.002
5.192,5.183,0.002,0.014
5.192,5.183,0.016,0.026
5.192,5.183,-0.043,0.02
5.192,5.182,-0.099,0.015
5.192,5.182,-0.155,0.017
5.192,5.183,-0.018,0.019
5.192,5.183,0.078,0.004
5.192,5.182,-0.098,0.018
5.192,5.183,-0.022,0.017
5.192,5.183,0.05,0.017
5.192,5.183,0.052,0.017
5.192,5.183,0.077,0.02
5.192,5.183,0.082,0.011
5.192,5.183,0.002,0.008
5.192,5.182,-0.122,0.007
5.192,5.182,-0.064,0.015
5.192,5.183,0.002,0.003
5.192,5.183,-0.016,0.011
5.192,5.183,0.061,0.011
5.192,5.183,0.06,0.014
5.192,5.183,0.002,0.006
5.192,5.183,0.04,0.012
5.192,5.183,-0.018,-0.003
5.192,5.183,0.09,0.008
5.192,5.183,0.099,0.011
5.192,5.183,0.101,0.006
5.192,5.183,-0.03,0.009
5.192,5.182,-0.065,0.015
5.192,5.183,0.008,0.006
5.192,5.182,-0.072,0.009
5.192,5.183,0.045,0.019
5.192,5.182,-0.078,0.008
5.192,5.182,-0.077,0.008
5.192,5.183,0.038,0.014
5.192,5.182,-0.081,0.01
5.192,5.183,-0.02,0.014
5.192,5.182,-0.074,0.02
5.192,5.182,-0.131,0.02
5.192,5.183,0.056,0.022
5.192,5.183,0.004,0.012
5.192,5.183,0.064,0.016
5.192,5.183,0.066,0.011
5.192,5.183,0.055,0.014
5.192,5.183,0.003,0.018
5.192,5.183,0.089,0.005
5.192,5.183,0.05,0.011
5.192,5.182,-0.154,0.016
5.192,5.183,-0.009,0.003
5.192,5.183,0.049,0.007
5.192,5.183,-0.017,0.008
5.192,5.182,-0.08,0.002
5.192,5.183,0.062,0.016
5.192,5.183,0.071,0.014
5.192,5.183,0.058,0.009
5.192,5.183,0.121,0.014
5.192,5.183,-0.016,0.008
5.192,5.183,0.045,0.012
5.192,5.183,0.038,0.015
5.192,5.183,0.04,0.01
5.192,5.183,0.029,0.017
5.192,5.183,-0.004,0.022
5.192,5.183,-0.014,0.014
5.192,5.183,0.027,0.01
5.192,5.183,-0.015,0.004
5.192,5.182,-0.088,0.01
5.192,5.184,0.171,0.015
5.192,5.183,0.101,0.004
5.192,5.183,0.088,0.001
5.192,5.183,-0.046,0.032
5.192,5.182,-0.071,0.018
5.192,5.182,-0.059,0.017
5.192,5.183,0.014,0.005
5.192,5.184,0.156,0.015
5.192,5.183,0.047,0.009
5.192,5.183,-0.033,0.015
5.192,5.183,-0.03,0.023
5.192,5.183,-0.022,0.011
5.192,5.183,0.038,0.008
5.192,5.183,0.081,0.018
5.192,5.183,-0.037,0.015
5.192,5.183,0.006,0.016
5.192,5.184,0.209,0.009
5.192,5.183,0.076,0.022
5.192,5.183,-0.038,0.007
5.192,5.183,-0.005,0.014
5.192,5.183,0.046,0.019
5.192,5.184,0.135,0.023
5.192,5.183,-0.053,0.002
5.192,5.184,0.193,0.012
5.192,5.183,-0.002,0.014
5.192,5.182,-0.091,0.025
5.192,5.183,0.118,0.008
5.192,5.182,-0.095,0.003
5.192,5.184,0.284,0.01
5.192,5.183,-0.03,0.004
5.192,5.183,0.038,0.023
5.192,5.183,0.052,0.009
5.192,5.182,-0.082,0.011
5.192,5.183,0.106,0.01
5.192,5.183,-0.013,0.014
5.192,5.183,-0.002,0.017
5.192,5.183,0.078,0.006
5.192,5.182,-0.064,0.003
5.192,5.182,-0.075,0.017
5.192,5.182,-0.035,0.014
5.192,5.183,0.068,0.007
5.192,5.183,0.107,0.018
5.192,5.182,-0.051,0.012
5.192,5.183,-0.022,0.015
5.192,5.182,-0.077,0.017
5.192,5.183,0.001,0.018
5.192,5.183,0.063,0.003
5.192,5.183,-0.018,0.011
5.192,5.182,-0.05,0.012
5.192,5.183,0.016,0
5.192,5.182,-0.145,-0.003
5.192,5.183,-0.003,0.004
5.192,5.183,-0.041,0.008
5.192,5.183,0.009,0.001
5.192,5.183,0.016,0.016
5.192,5.183,0.073,0.022
5.192,5.183,0.078,0.016
5.192,5.183,-0.049,0.014
5.192,5.183,0.028,0.017
5.192,5.183,-0.044,0.019
5.192,5.183,-0.033,-0.007
5.192,5.183,0.023,0.012
5.192,5.183,-0.026,0.023
5.192,5.182,-0.085,0.015
5.192,5.183,0.096,0.029
5.192,5.181,-0.202,0.002
5.192,5.183,0.044,0.024
5.192,5.183,0.108,0.01
5.192,5.182,-0.078,0.011
5.192,5.183,-0.006,0.016
5.192,5.183,0.041,0.002
5.192,5.182,-0.075,0.005
5.192,5.183,0.028,0
5.192,5.183,0.076,0.007
5.192,5.183,0.038,0.015
5.192,5.182,-0.108,0.012
5.192,5.182,-0.125,0.005
5.192,5.183,-0.01,0.005
5.192,5.183,0.036,0.014
5.192,5.183,0.062,0.003
5.192,5.182,-0.067,0.008
5.192,5.182,-0.115,0.008
5.192,5.183,0.119,0.011
5.192,5.182,-0.057,0.009
5.192,5.182,-0.059,0.01
5.192,5.183,-0.004,0.017
5.192,5.183,0.015,0.014
5.192,5.182,-0.047,0.02
5.192,5.182,-0.065,0.008
5.192,5.183,0.126,-0.003
5.192,5.182,-0.087,0.009
5.192,5.183,0.092,0.018
5.192,5.183,0.029,0.012
5.192,5.183,0.072,0.01
5.192,5.183,0.074,0.011
5.192,5.183,0.002,0.011
5.192,5.182,-0.138,0.01
5.192,5.183,-0.004,0.015
5.192,5.183,-0.002,0.002
5.192,5.183,0.033,0.008
5.192,5.183,0.042,0.012
5.192,5.183,0.023,0.008
5.192,5.183,-0.033,0.01
5.192,5.182,-0.065,0.008
5.192,5.183,0.045,0.005
5.192,5.183,0.063,0.004
5.192,5.182,-0.085,0.009
5.192,5.183,0.072,0.012
5.192,5.182,-0.057,0.01
5.192,5.183,0.057,0.011
5.192,5.182,-0.087,0.003
5.192,5.183,-0.036,0.005
5.192,5.183,-0.005,0.017
5.192,5.182,-0.133,0.006
5.192,5.183,0.002,0.016
5.192,5.183,0.018,0.007
5.192,5.183,0.023,0.008
5.192,5.183,0.008,0.011
5.192,5.183,0.103,0.005
5.192,5.183,0.028,0.01
5.192,5.182,-0.083,0.015
5.192,5.182,-0.075,0.005
5.192,5.183,0.037,0.007
5.192,5.182,-0.07,0.009
5.192,5.183,0.109,0.009
5.192,5.182,-0.06,0.01
5.192,5.183,0.011,0.02
5.192,5.183,0.017,0.012
5.192,5.183,0.104,0.016
5.192,5.183,0.015,0.009
5.192,5.182,-0.013,0.005
5.192,5.182,-0.023,0.008
5.192,5.182,-0.016,0.01
5.192,5.183,0.088,-0.004
5.192,5.183,0.009,0.006
5.192,5.181,-0.158,0.009
5.192,5.183,0.026,0.002
5.192,5.182,-0.035,0.008
5.192,5.183,0.044,0.007
5.192,5.182,-0.084,-0.001
5.192,5.182,-0.002,0.011
5.192,5.183,0.099,0.004
5.192,5.182,-0.088,0.009
5.192,5.183,0.081,0.014
5.192,5.183,0.08,0.008
5.192,5.183,0.12,0.009
5.192,5.182,-0.091,0.009
5.192,5.182,-0.028,0.006
5.192,5.181,-0.219,0.012
5.192,5.182,-0.037,0.01
5.192,5.183,0.014,0.018
5.192,5.183,0.019,0.004
5.192,5.183,0.064,0.007
5.192,5.183,0.053,0.006
