Target Position,Measured Position,Measured Velocity,Measured Iq
-1000,102.889,-769.93,-0.598
-1000,95.088,-779.434,-0.479
-1000,87.346,-776.808,-0.499
-1000,79.597,-774.303,1.238
-1000,71.823,-773.121,-0.327
-1000,64.071,-773.256,0.42
-1000,56.342,-768.341,-0.418
-1000,48.538,-778.817,-0.384
-1000,40.772,-779.143,0.279
-1000,32.993,-777.307,0.623
-1000,25.283,-771.877,-0.732
-1000,17.449,-782.349,-0.032
-1000,9.748,-776.948,-0.317
-1000,1.99,-778.367,0.058
-1000,-5.726,-772.193,-0.498
-1000,-13.467,-773.06,-0.312
-1000,-21.262,-779.417,-0.475
-1000,-28.993,-778.384,-0.086
-1000,-36.736,-775.719,-0.05
-1000,-44.467,-772.388,-0.643
-1000,-52.185,-770.695,-0.258
-1000,-59.994,-779.628,-0.702
-1000,-67.738,-778.035,-0.133
-1000,-75.468,-773.935,-0.023
-1000,-83.201,-772.937,-0.344
-1000,-90.964,-772.702,0.301
-1000,-98.805,-781.23,-0.165
-1000,-106.527,-776.24,-0.54
-1000,-114.284,-776.485,1.14
-1000,-121.996,-770.934,-0.392
-1000,-129.749,-770.889,-0.325
-1000,-137.543,-779.108,-0.593
-1000,-145.282,-776.839,-0.567
-1000,-152.995,-772.449,-0.565
-1000,-160.747,-773.431,-0.416
-1000,-168.53,-779.272,-0.523
-1000,-176.282,-771.201,-0.59
-1000,-184.082,-779.309,-0.007
-1000,-191.806,-775.969,-0.452
-1000,-199.598,-778.958,0.095
-1000,-207.345,-773.09,-0.737
-1000,-215.127,-779.757,-0.325
-1000,-222.865,-778.167,0.216
-1000,-230.605,-777.786,-0.179
-1000,-238.338,-773.108,-0.386
-1000,-246.091,-772.248,0.315
-1000,-253.879,-779.415,-0.489
-1000,-261.631,-778.678,0.15
-1000,-269.339,-773.695,-0.596
-1000,-277.09,-774.677,-0.695
-1000,-284.814,-769.175,-0.609
-1000,-292.619,-780.437,-0.327
-1000,-300.353,-776.17,-0.073
-1000,-308.071,-773.693,-0.254
-1000,-315.831,-773.732,-0.037
-1000,-323.538,-768.423,-0.587
-1000,-331.372,-781.303,-0.007
-1000,-339.149,-781.177,-0.538
-1000,-346.887,-774.192,-0.701
-1000,-354.654,-775.005,-0.097
-1000,-362.505,-784.241,-0.504
-1000,-370.215,-776.716,-0.407
-1000,-377.977,-777.675,0.059
-1000,-385.685,-772.021,-0.437
-1000,-393.468,-774.767,-0.13
-1000,-401.304,-782.859,-0.637
-1000,-409.033,-778.109,-0.567
-1000,-416.907,-783.77,-0.407
-1000,-424.62,-773.832,-0.541
-1000,-432.353,-772.376,-0.385
-1000,-440.097,-770.97,-0.894
-1000,-447.911,-781.297,-0.05
-1000,-455.629,-775.151,-0.55
-1000,-463.383,-775.495,0.868
-1000,-471.081,-770.504,-0.629
-1000,-478.836,-771.503,-0.593
-1000,-486.676,-782.429,-0.079
-1000,-494.453,-779.225,-0.339
-1000,-502.15,-771.148,-0.532
-1000,-509.901,-773.329,-0.276
-1000,-517.702,-781.184,-0.347
-1000,-525.444,-778.612,-0.638
-1000,-533.183,-778.215,-0.145
-1000,-540.968,-778.124,-0.469
-1000,-548.699,-770.994,-0.225
-1000,-556.509,-781.525,-0.488
-1000,-564.239,-776.619,-0.609
-1000,-571.978,-774.533,-0.137
-1000,-579.714,-773.807,-0.366
-1000,-587.442,-769.087,-0.648
-1000,-595.255,-780.741,-0.218
-1000,-603.031,-780.757,-0.205
-1000,-610.781,-775.952,-0.5
-1000,-618.528,-774.546,-0.137
-1000,-626.373,-783.562,1.341
-1000,-633.933,-761.35,4.72
-1000,-640.723,-683.857,5.077
-1000,-646.126,-554.253,2.67
-1000,-650.508,-450.605,0.668
-1000,-654.483,-407.448,-1.137
-1000,-658.653,-418.559,-3.249
-1000,-663.623,-490.599,-3.412
-1000,-669.363,-566.795,-2.978
-1000,-675.79,-632.83,-2.513
-1000,-682.739,-685.645,-0.574
-1000,-690.04,-725.278,0.125
-1000,-697.378,-734.666,2.951
-1000,-704.295,-690.974,5.665
-1000,-709.774,-557.091,4.263
-1000,-713.692,-411.471,1.097
-1000,-716.951,-341.081,-0.51
-1000,-720.281,-339.88,-1.816
-1000,-724.317,-402.138,-3.634
-1000,-729.319,-489.341,-3.587
-1000,-735.178,-572.005,-3.375
-1000,-741.753,-645.244,-2.012
-1000,-748.648,-684.951,0.33
-1000,-755.546,-686.198,3.624
-1000,-761.724,-616.826,5.8
-1000,-766.264,-468.702,3.406
-1000,-769.374,-334.467,0.718
-1000,-772.005,-277.47,-1.063
-1000,-774.918,-294.693,-2.624
-1000,-778.685,-369.277,-3.318
-1000,-783.517,-471.268,-3.623
-1000,-789.189,-558.138,-2.474
-1000,-795.404,-612.356,-0.571
-1000,-801.775,-630.086,2.25
-1000,-807.692,-587.532,4.369
-1000,-812.424,-475.469,3.89
-1000,-815.682,-344.067,1.47
-1000,-818.162,-264.705,0.17
-1000,-820.597,-251.215,-1.694
-1000,-823.597,-298.111,-2.331
-1000,-827.495,-379.479,-3.022
-1000,-832.264,-465.092,-2.617
-1000,-837.596,-525.234,-0.869
-1000,-843.153,-549.751,0.765
-1000,-848.495,-530.776,3.497
-1000,-852.982,-451.004,3.406
-1000,-856.338,-347.877,1.717
-1000,-858.832,-264.699,0.347
-1000,-861.068,-232.04,-0.628
-1000,-863.577,-251.445,-2.21
-1000,-866.779,-314.612,-2.34
-1000,-870.681,-382.888,-2.078
-1000,-875.115,-436.856,-1.01
-1000,-879.792,-461.577,-0.076
-1000,-884.367,-452.941,2.211
-1000,-888.41,-406.557,2.126
-1000,-891.595,-329.39,2.236
-1000,-894.101,-261.11,0.585
-1000,-896.26,-223.565,0.135
-1000,-898.433,-220.371,-1.442
-1000,-901.074,-261.053,-1.648
-1000,-904.25,-312.665,-1.351
-1000,-907.87,-355.714,-0.627
-1000,-911.722,-379.508,0.046
-1000,-915.518,-376.15,0.7
-1000,-918.986,-347.831,1.279
-1000,-921.839,-293.521,1.017
-1000,-924.184,-241.161,0.62
-1000,-926.187,-206.444,-0.027
-1000,-928.135,-198.095,-0.749
-1000,-930.326,-217.798,-0.828
-1000,-932.928,-255.527,-0.803
-1000,-935.834,-287.248,-0.675
-1000,-938.922,-305.191,-0.256
-1000,-941.978,-303.473,0.818
-1000,-944.779,-280.105,0.794
-1000,-947.207,-245.782,0.935
-1000,-949.217,-207.235,0.568
-1000,-950.977,-180.113,0.218
-1000,-952.652,-170.072,-0.215
-1000,-954.461,-181.248,-0.256
-1000,-956.501,-203.155,-0.544
-1000,-958.754,-223.141,-0.6
-1000,-961.144,-235.956,-0.198
-1000,-963.534,-236.3,0.551
-1000,-965.753,-222.556,0.318
-1000,-967.673,-195.75,0.386
-1000,-969.32,-167.954,0.271
-1000,-970.727,-144.224,0.243
-1000,-972.038,-133.12,-0.221
-1000,-973.396,-136.847,-0.39
-1000,-974.908,-151.24,-0.509
-1000,-976.576,-165.188,-0.456
-1000,-978.344,-174.905,-0.232
-1000,-980.114,-175.465,0.062
-1000,-981.796,-167.521,0.226
-1000,-983.232,-146.257,0.534
-1000,-984.442,-124.068,0.19
-1000,-985.46,-104.284,0.068
-1000,-986.359,-91.733,-0.098
-1000,-987.256,-90.443,-0.331
-1000,-988.249,-98.887,-0.392
-1000,-989.354,-109.596,-0.301
-1000,-990.551,-118.559,-0.142
-1000,-991.752,-119.293,-0.036
-1000,-992.879,-112.144,0.179
-1000,-993.87,-99.987,0.208
-1000,-994.649,-80.69,0.267
-1000,-995.244,-61.976,0.137
-1000,-995.708,-48.183,0.194
-1000,-996.095,-40.312,-0.094
-1000,-996.484,-40.776,-0.283
-1000,-996.996,-50.612,-0.375
-1000,-997.617,-60.676,-0.232
-1000,-998.293,-66.18,-0.072
-1000,-998.944,-64.606,0.058
-1000,-999.504,-56.285,0.152
-1000,-999.904,-40.533,0.325
-1000,-1000.105,-22.752,0.325
-1000,-1000.132,-4.865,0.149
-1000,-1000.07,3.78,0.126
-1000,-1000.074,-0.409,0.053
-1000,-1000.123,-3.854,-0.004
-1000,-1000.131,-0.825,-0.005
-1000,-1000.115,1.111,0.035
-1000,-1000.113,0.381,0.106
-1000,-1000.111,0.278,0.103
-1000,-1000.109,0.202,0.094
-1000,-1000.109,-0.015,0.106
-1000,-1000.109,-0.06,0.107
-1000,-1000.109,-0.03,0.109
-1000,-1000.109,-0.003,0.113
-1000,-1000.11,-0.122,0.103
-1000,-1000.109,-0.071,0.109
-1000,-1000.109,-0.03,0.108
-1000,-1000.109,0.028,0.111
-1000,-1000.109,-0.064,0.114
-1000,-1000.109,-0.005,0.114
-1000,-1000.109,0.074,0.097
-1000,-1000.108,0.228,0.1
-1000,-1000.109,-0.017,0.102
-1000,-1000.109,0.053,0.107
-1000,-1000.109,0.013,0.1
-1000,-1000.109,-0.033,0.107
-1000,-1000.109,0.04,0.114
-1000,-1000.109,-0.016,0.101
-1000,-1000.109,0.006,0.107
-1000,-1000.109,0.015,0.101
-1000,-1000.109,0.015,0.1
-1000,-1000.109,0.013,0.109
-1000,-1000.108,0.141,0.103
-1000,-1000.108,0.044,0.105
-1000,-1000.108,0.039,0.093
-1000,-1000.108,0.043,0.102
-1000,-1000.108,0.092,0.104
-1000,-1000.109,-0.024,0.103
-1000,-1000.109,-0.011,0.127
-1000,-1000.109,-0.024,0.11
-1000,-1000.108,0.035,0.109
-1000,-1000.109,-0.034,0.11
-1000,-1000.109,-0.016,0.108
-1000,-1000.109,-0.077,0.095
-1000,-1000.108,0.043,0.108
-1000,-1000.108,0.013,0.107
-1000,-1000.109,-0.029,0.1
-1000,-1000.109,-0.05,0.121
-1000,-1000.108,0.037,0.103
-1000,-1000.108,0.034,0.11
-1000,-1000.109,-0.034,0.117
-1000,-1000.109,-0.022,0.102
-1000,-1000.108,0.094,0.121
-1000,-1000.109,-0.077,0.099
-1000,-1000.11,-0.27,0.108
-1000,-1000.109,-0.15,0.113
-1000,-1000.108,0.081,0.101
-1000,-1000.109,0.008,0.107
-1000,-1000.109,-0.014,0.1
-1000,-1000.109,-0.015,0.113
-1000,-1000.109,-0.088,0.104
-1000,-1000.109,-0.018,0.114
-1000,-1000.108,0.104,0.109
-1000,-1000.109,-0.034,0.108
-1000,-1000.109,-0.025,0.107
-1000,-1000.109,-0.123,0.11
-1000,-1000.109,-0.083,0.1
-1000,-1000.108,0.112,0.101
-1000,-1000.109,0.007,0.112
-1000,-1000.109,0.002,0.087
-1000,-1000.109,-0.072,0.098
-1000,-1000.108,0.083,0.107
-1000,-1000.109,0.036,0.109
-1000,-1000.109,0.03,0.106
-1000,-1000.109,-0.099,0.096
-1000,-1000.109,-0.015,0.103
-1000,-1000.109,-0.064,0.116
-1000,-1000.109,-0.116,0.115
-1000,-1000.108,0.057,0.11
-1000,-1000.108,0.129,0.102
-1000,-1000.109,-0.127,0.112
-1000,-1000.109,-0.003,0.118
-1000,-1000.108,0.075,0.107
-1000,-1000.109,-0.109,0.096
-1000,-1000.108,0.047,0.103
-1000,-1000.109,-0.061,0.095
-1000,-1000.109,0.003,0.1
-1000,-1000.108,0.091,0.116
-1000,-1000.108,0.068,0.098
-1000,-1000.109,-0.077,0.109
-1000,-1000.109,-0.047,0.095
-1000,-1000.109,-0.063,0.112
-1000,-1000.109,0.002,0.107
-1000,-1000.109,-0.016,0.106
-1000,-1000.109,-0.025,0.108
-1000,-1000.109,-0.062,0.101
-1000,-1000.109,-0.09,0.107
-1000,-1000.109,-0.092,0.121
-1000,-1000.108,0.1,0.103
-1000,-1000.109,-0.056,0.109
-1000,-1000.108,0.059,0.103
-1000,-1000.109,-0.011,0.104
-1000,-1000.109,-0.076,0.098
-1000,-1000.109,-0.098,0.115
-1000,-1000.109,-0.162,0.095
-1000,-1000.109,-0.023,0.11
-1000,-1000.108,0.065,0.11
-1000,-1000.108,0.025,0.093
-1000,-1000.108,0.088,0.102
-1000,-1000.109,-0.133,0.113
-1000,-1000.108,0.107,0.09
-1000,-1000.108,0.13,0.108
-1000,-1000.109,-0.01,0.111
-1000,-1000.109,-0.123,0.104
-1000,-1000.109,0.005,0.101
-1000,-1000.109,-0.122,0.104
-1000,-1000.108,0.063,0.111
-1000,-1000.11,-0.155,0.111
-1000,-1000.109,0.026,0.121
-1000,-1000.109,-0.025,0.108
-1000,-1000.109,0.053,0.09
-1000,-1000.108,0.087,0.106
-1000,-1000.109,0.039,0.111
-1000,-1000.109,-0.105,0.111
-1000,-1000.109,0.023,0.115
-1000,-1000.109,-0.079,0.124
-1000,-1000.109,-0.086,0.107
-1000,-1000.11,-0.215,0.118
-1000,-1000.109,-0.1,0.098
-1000,-1000.11,-0.161,0.104
-1000,-1000.11,-0.132,0.107
-1000,-1000.109,0.038,0.113
-1000,-1000.108,0.109,0.119
-1000,-1000.109,-0.018,0.11
-1000,-1000.108,0.163,0.098
-1000,-1000.109,-0.033,0.102
-1000,-1000.109,0.017,0.112
-1000,-1000.109,0.032,0.12
-1000,-1000.109,-0.033,0.119
-1000,-1000.109,0.036,0.095
-1000,-1000.109,-0.032,0.112
-1000,-1000.109,0.063,0.107
-1000,-1000.11,-0.206,0.114
-1000,-1000.109,-0.016,0.099
-1000,-1000.109,0.034,0.121
-1000,-1000.109,-0.058,0.107
-1000,-1000.109,-0.044,0.101
-1000,-1000.109,0.025,0.115
-1000,-1000.109,-0.031,0.106
-1000,-1000.109,0.021,0.108
-1000,-1000.109,-0.102,0.121
-1000,-1000.109,-0.032,0.113
-1000,-1000.109,-0.093,0.109
-1000,-1000.109,-0.084,0.107
-1000,-1000.109,-0.024,0.107
-1000,-1000.109,-0.09,0.108
-1000,-1000.109,0.028,0.11
-1000,-1000.109,-0.059,0.103
-1000,-1000.109,-0.073,0.107
-1000,-1000.109,0.006,0.103
-1000,-1000.109,-0.113,0.12
-1000,-1000.108,0.149,0.096
-1000,-1000.109,0.001,0.107
-1000,-1000.109,-0.012,0.11
-1000,-1000.109,-0.086,0.117
-1000,-1000.109,-0.057,0.112
-1000,-1000.109,0.033,0.12
-1000,-1000.109,0.034,0.108
-1000,-1000.108,0.143,0.128
-1000,-1000.109,0.04,0.107
-1000,-1000.109,-0.085,0.112
-1000,-1000.109,0.027,0.113
-1000,-1000.109,0.025,0.129
-1000,-1000.11,-0.154,0.11
-1000,-1000.109,0.047,0.099
-1000,-1000.109,-0.053,0.129
-1000,-1000.109,0.001,0.107
-1000,-1000.109,-0.067,0.112
-1000,-1000.109,-0.018,0.124
-1000,-1000.108,0.035,0.11
-1000,-1000.108,0.097,0.101
-1000,-1000.109,-0.102,0.094
-1000,-1000.108,0.028,0.107
-1000,-1000.109,-0.043,0.119
-1000,-1000.108,0.003,0.123
-1000,-1000.108,-0.049,0.121
-1000,-1000.109,-0.131,0.121
-1000,-1000.107,0.123,0.115
-1000,-1000.109,-0.115,0.105
-1000,-1000.108,-0.046,0.105
-1000,-1000.108,0.022,0.103
-1000,-1000.108,-0.022,0.102
-1000,-1000.108,0.016,0.11
-1000,-1000.108,0.007,0.102
-1000,-1000.108,-0.001,0.128
-1000,-1000.108,0.064,0.108
-1000,-1000.108,0.034,0.106
-1000,-1000.108,-0.028,0.115
-1000,-1000.108,0.015,0.101
-1000,-1000.108,-0.049,0.11
-1000,-1000.107,0.14,0.114
-1000,-1000.108,0.07,0.117
-1000,-1000.108,-0.025,0.11
-1000,-1000.109,-0.081,0.107
-1000,-1000.108,0.027,0.111
-1000,-1000.108,0.027,0.11
-1000,-1000.109,-0.1,0.107
-1000,-1000.109,-0.12,0.117
-1000,-1000.108,-0.041,0.106
-1000,-1000.108,-0.061,0.096
-1000,-1000.109,-0.11,0.108
-1000,-1000.108,-0.014,0.107
-1000,-1000.109,-0.131,0.109
-1000,-1000.108,-0.082,0.12
-1000,-1000.108,-0.003,0.108
-1000,-1000.108,-0.074,0.113
-1000,-1000.108,-0.017,0.107
-1000,-1000.107,0.157,0.109
-1000,-1000.108,-0.023,0.115
-1000,-1000.108,-0.003,0.117
-1000,-1000.108,0.047,0.111
-1000,-1000.108,-0.013,0.113
-1000,-1000.108,0.06,0.112
-1000,-1000.108,0.006,0.119
-1000,-1000.109,-0.116,0.111
-1000,-1000.108,0.052,0.116
-1000,-1000.108,-0.017,0.108
-1000,-1000.109,-0.145,0.117
-1000,-1000.108,-0.038,0.119
-1000,-1000.108,-0.024,0.107
-1000,-1000.107,0.089,0.118
-1000,-1000.107,0.156,0.098
-1000,-1000.107,0.107,0.112
-1000,-1000.108,-0.078,0.122
-1000,-1000.107,0.166,0.114
-1000,-1000.108,0.003,0.106
-1000,-1000.108,0.037,0.108
-1000,-1000.108,0.058,0.106
-1000,-1000.108,-0.027,0.103
-1000,-1000.108,-0.002,0.112
-1000,-1000.108,0.056,0.113
-1000,-1000.108,0.052,0.1
-1000,-1000.107,0.186,0.112
-1000,-1000.108,0.009,0.109
-1000,-1000.108,0.005,0.112
-1000,-1000.108,0.066,0.117
-1000,-1000.108,0.081,0.118
-1000,-1000.108,0.017,0.104
-1000,-1000.108,0.074,0.102
-1000,-1000.108,0.031,0.108
-1000,-1000.109,-0.118,0.108
-1000,-1000.107,0.111,0.094
-1000,-1000.108,0.029,0.102
-1000,-1000.108,-0.03,0.11
-1000,-1000.109,-0.147,0.116
-1000,-1000.108,-0.025,0.102
-1000,-1000.108,-0.085,0.099
-1000,-1000.107,0.128,0.123
-1000,-1000.108,0.021,0.118
-1000,-1000.106,0.22,0.109
-1000,-1000.108,-0.097,0.116
-1000,-1000.108,-0.092,0.109
-1000,-1000.109,-0.134,0.114
-1000,-1000.108,-0.063,0.112
-1000,-1000.107,0.158,0.112
-1000,-1000.109,-0.145,0.121
-1000,-1000.108,0.041,0.108
-1000,-1000.108,-0.023,0.102
-1000,-1000.108,-0.077,0.117
-1000,-1000.107,0.187,0.125
-1000,-1000.108,-0.077,0.105
-1000,-1000.107,0.203,0.112
-1000,-1000.108,-0.006,0.098
-1000,-1000.109,-0.102,0.112
-1000,-1000.109,-0.095,0.113
-1000,-1000.108,-0.025,0.111
-1000,-1000.109,-0.088,0.11
-1000,-1000.108,0.026,0.117
-1000,-1000.109,-0.098,0.124
-1000,-1000.108,0.037,0.115
-1000,-1000.108,-0.02,0.121
-1000,-1000.108,-0.019,0.1
-1000,-1000.109,-0.144,0.117
-1000,-1000.108,0.016,0.115
-1000,-1000.108,0.064,0.101
-1000,-1000.109,-0.056,0.106
-1000,-1000.108,0.108,0.096
-1000,-1000.108,0.052,0.105
-1000,-1000.107,0.183,0.108
-1000,-1000.108,0.017,0.117
-1000,-1000.109,-0.064,0.091
-1000,-1000.108,0.046,0.107
-1000,-1000.109,-0.118,0.097
-1000,-1000.109,-0.075,0.112
-1000,-1000.107,0.162,0.11
-1000,-1000.109,-0.117,0.102
-1000,-1000.109,-0.12,0.127
-1000,-1000.107,0.186,0.098
-1000,-1000.109,-0.064,0.109
-1000,-1000.108,0.064,0.11
-1000,-1000.108,0.029,0.106
-1000,-1000.108,-0.001,0.109
-1000,-1000.108,0.052,0.102
-1000,-1000.107,0.098,0.104
-1000,-1000.109,-0.146,0.117
-1000,-1000.107,0.147,0.102
-1000,-1000.108,0.004,0.113
-1000,-1000.107,0.084,0.117
-1000,-1000.107,0.097,0.108
-1000,-1000.108,0.007,0.108
-1000,-1000.108,0.035,0.101
-1000,-1000.108,0.039,0.099
-1000,-1000.108,0.048,0.103
-1000,-1000.107,0.095,0.107
-1000,-1000.108,0.032,0.112
-1000,-1000.106,0.19,0.116
-1000,-1000.107,0.086,0.112
-1000,-1000.108,0.026,0.104
-1000,-1000.108,0.026,0.127
-1000,-1000.108,-0.021,0.112
-1000,-1000.108,-0.034,0.12
-1000,-1000.109,-0.132,0.114
-1000,-1000.108,-0.044,0.105
-1000,-1000.109,-0.126,0.114
-1000,-1000.109,-0.212,0.104
-1000,-1000.108,0.022,0.096
-1000,-1000.108,0.064,0.102
-1000,-1000.107,0.116,0.113
-1000,-1000.108,0.054,0.101
-1000,-1000.107,0.093,0.115
-1000,-1000.108,-0.075,0.105
-1000,-1000.108,-0.108,0.103
-1000,-1000.108,-0.017,0.11
-1000,-1000.108,-0.081,0.096
-1000,-1000.107,0.088,0.119
-1000,-1000.108,-0.038,0.1
-1000,-1000.108,-0.033,0.122
-1000,-1000.107,0.108,0.109
-1000,-1000.108,0.007,0.117
-1000,-1000.107,0.092,0.108
-1000,-1000.108,-0.037,0.113
-1000,-1000.108,0.014,0.111
-1000,-1000.108,-0.029,0.102
-1000,-1000.108,0.02,0.106
-1000,-1000.107,0.091,0.104
-1000,-1000.108,0.009,0.103
-1000,-1000.108,-0.051,0.116
-1000,-1000.108,0.021,0.114
-1000,-1000.108,-0.045,0.102
-1000,-1000.108,-0.064,0.116
-1000,-1000.108,-0.046,0.119
-1000,-1000.108,-0.081,0.105
-1000,-1000.108,-0.105,0.115
-1000,-1000.108,-0.032,0.111
-1000,-1000.107,0.11,0.107
-1000,-1000.108,0.044,0.106
-1000,-1000.107,0.108,0.108
-1000,-1000.109,-0.147,0.12
-1000,-1000.108,0.014,0.105
-1000,-1000.107,0.083,0.105
-1000,-1000.108,-0.006,0.103
-1000,-1000.108,-0.009,0.114
-1000,-1000.108,-0.071,0.126
-1000,-1000.108,-0.085,0.113
-1000,-1000.108,-0.022,0.116
-1000,-1000.108,0.038,0.127
-1000,-1000.109,-0.216,0.101
-1000,-1000.108,-0.047,0.1
-1000,-1000.108,0.043,0.119
-1000,-1000.107,0.156,0.111
-1000,-1000.107,0.109,0.1
-1000,-1000.108,-0.041,0.115
-1000,-1000.108,-0.046,0.112
-1000,-1000.108,0.002,0.113
-1000,-1000.108,0.014,0.117
-1000,-1000.108,-0.031,0.101
-1000,-1000.108,0.009,0.116
-1000,-1000.108,0.022,0.123
-1000,-1000.108,-0.081,0.116
-1000,-1000.108,-0.027,0.109
-1000,-1000.108,-0.008,0.101
-1000,-1000.108,-0.068,0.107
-1000,-1000.108,0.011,0.111
-1000,-1000.108,-0.099,0.101
-1000,-1000.109,-0.138,0.122
-1000,-1000.108,-0.077,0.12
-1000,-1000.108,-0.007,0.121
-1000,-1000.109,-0.11,0.1
-1000,-1000.109,-0.129,0.109
-1000,-1000.108,0.004,0.115
-1000,-1000.107,0.149,0.114
-1000,-1000.108,-0.003,0.114
-1000,-1000.107,0.104,0.116
-1000,-1000.108,-0.025,0.116
-1000,-1000.109,-0.117,0.112
-1000,-1000.108,-0.005,0.099
-1000,-1000.108,0.052,0.125
-1000,-1000.109,-0.1,0.111
-1000,-1000.108,0.018,0.101
-1000,-1000.108,0.038,0.114
-1000,-1000.107,0.112,0.106
-1000,-1000.108,-0.029,0.115
-1000,-1000.108,-0.028,0.1
-1000,-1000.108,0.032,0.105
-1000,-1000.108,-0.04,0.103
-1000,-1000.108,-0.038,0.122
-1000,-1000.108,0.015,0.113
-1000,-1000.108,-0.049,0.11
-1000,-1000.107,0.076,0.118
-1000,-1000.107,0.087,0.124
-1000,-1000.108,-0.072,0.111
-1000,-1000.108,-0.038,0.119
-1000,-1000.108,-0.03,0.121
-1000,-1000.107,0.101,0.113
-1000,-1000.108,-0.035,0.114
-1000,-1000.108,0.044,0.115
-1000,-1000.109,-0.126,0.116
-1000,-1000.108,-0.022,0.105
-1000,-1000.107,0.094,0.104
-1000,-1000.107,0.088,0.117
-1000,-1000.108,-0.102,0.099
-1000,-1000.108,-0.02,0.12
-1000,-1000.107,0.113,0.115
-1000,-1000.108,-0.113,0.106
-1000,-1000.108,-0.049,0.123
-1000,-1000.108,-0.037,0.116
-1000,-1000.108,-0.056,0.119
-1000,-1000.108,-0.01,0.106
-1000,-1000.108,-0.056,0.119
-1000,-1000.108,-0.032,0.112
-1000,-1000.108,-0.055,0.123
-1000,-1000.108,-0.101,0.122
-1000,-1000.107,0.087,0.112
-1000,-1000.108,0.015,0.113
-1000,-1000.108,-0.023,0.106
-1000,-1000.107,0.11,0.119
-1000,-1000.108,0.037,0.115
-1000,-1000.107,0.098,0.115
-1000,-1000.107,0.083,0.113
